,Luchthaven,Periode,Totaal aantal vluchten,Totaal aantal aangekomen vluchten,Totaal aantal vertrokken vluchten,Totaal aantal passagiers,Totaal aantal aangekomen passagiers,Totaal aantal vertrokken passagiers,Totaal aantal passagiers op Europese vluchten,Totaal aantal passagiers op intercontinentale vluchten,Totaal aantal passagiers met onbekende herkomst/bestemming,Weeknummer,Totaal aantal overledenen,Verwacht aantal overledenen,Verwacht aantal overledenen (95%-interval),LAT,LNG,Maatregelen
376,Rotterdam The Hague Airport,2021 juni,579,289,290,39309,15981,23328,33826,5483,0,24,2869,2764,2627 – 2901,51.9555086,4.4398832,Samenleving gaat weer open (jun '21)
377,Rotterdam The Hague Airport,2021 juni,579,289,290,39309,15981,23328,33826,5483,0,25,2672,2751,2620 – 2882,51.9555086,4.4398832,Samenleving gaat weer open (jun '21)
378,Eindhoven Airport,2021 juni,1428,722,706,147608,65258,82350,142960,4648,0,22,3009,2780,2635 – 2925,51.4583691,5.3920556,Samenleving gaat weer open (jun '21)
379,Eindhoven Airport,2021 juni,1428,722,706,147608,65258,82350,142960,4648,0,23,2883,2762,2617 – 2906,51.4583691,5.3920556,Samenleving gaat weer open (jun '21)
380,Eindhoven Airport,2021 juni,1428,722,706,147608,65258,82350,142960,4648,0,24,2869,2764,2627 – 2901,51.4583691,5.3920556,Samenleving gaat weer open (jun '21)
381,Eindhoven Airport,2021 juni,1428,722,706,147608,65258,82350,142960,4648,0,25,2672,2751,2620 – 2882,51.4583691,5.3920556,Samenleving gaat weer open (jun '21)
382,Maastricht Aachen Airport,2021 juni,460,226,234,4454,1425,3029,4454,0,0,22,3009,2780,2635 – 2925,50.9123207,5.7694951,Samenleving gaat weer open (jun '21)
383,Maastricht Aachen Airport,2021 juni,460,226,234,4454,1425,3029,4454,0,0,23,2883,2762,2617 – 2906,50.9123207,5.7694951,Samenleving gaat weer open (jun '21)
384,Maastricht Aachen Airport,2021 juni,460,226,234,4454,1425,3029,4454,0,0,24,2869,2764,2627 – 2901,50.9123207,5.7694951,Samenleving gaat weer open (jun '21)
385,Maastricht Aachen Airport,2021 juni,460,226,234,4454,1425,3029,4454,0,0,25,2672,2751,2620 – 2882,50.9123207,5.7694951,Samenleving gaat weer open (jun '21)
386,Groningen Airport Eelde,2021 juni,39,20,19,694,351,343,694,0,0,22,3009,2780,2635 – 2925,53.2145858,6.5887355,Samenleving gaat weer open (jun '21)
387,Groningen Airport Eelde,2021 juni,39,20,19,694,351,343,694,0,0,23,2883,2762,2617 – 2906,53.2145858,6.5887355,Samenleving gaat weer open (jun '21)
388,Groningen Airport Eelde,2021 juni,39,20,19,694,351,343,694,0,0,24,2869,2764,2627 – 2901,53.2145858,6.5887355,Samenleving gaat weer open (jun '21)
389,Groningen Airport Eelde,2021 juni,39,20,19,694,351,343,694,0,0,25,2672,2751,2620 – 2882,53.2145858,6.5887355,Samenleving gaat weer open (jun '21)
390,Amsterdam Airport Schiphol,2021 juli,29141,14563,14578,3029951,1378580,1651371,2303289,726662,0,26,2792,2743,2603 – 2883,52.3105386,4.7682744,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
391,Amsterdam Airport Schiphol,2021 juli,29141,14563,14578,3029951,1378580,1651371,2303289,726662,0,27,2835,2750,2571 – 2929,52.3105386,4.7682744,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
392,Amsterdam Airport Schiphol,2021 juli,29141,14563,14578,3029951,1378580,1651371,2303289,726662,0,28,2870,2745,2541 – 2949,52.3105386,4.7682744,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
393,Amsterdam Airport Schiphol,2021 juli,29141,14563,14578,3029951,1378580,1651371,2303289,726662,0,29,2773,2747,2534 – 2960,52.3105386,4.7682744,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
394,Rotterdam The Hague Airport,2021 juli,1312,666,646,113882,45390,68492,98923,14959,0,26,2792,2743,2603 – 2883,51.9555086,4.4398832,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
395,Rotterdam The Hague Airport,2021 juli,1312,666,646,113882,45390,68492,98923,14959,0,27,2835,2750,2571 – 2929,51.9555086,4.4398832,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
396,Rotterdam The Hague Airport,2021 juli,1312,666,646,113882,45390,68492,98923,14959,0,28,2870,2745,2541 – 2949,51.9555086,4.4398832,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
397,Rotterdam The Hague Airport,2021 juli,1312,666,646,113882,45390,68492,98923,14959,0,29,2773,2747,2534 – 2960,51.9555086,4.4398832,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
398,Eindhoven Airport,2021 juli,2779,1396,1383,344808,149673,195135,328995,15813,0,26,2792,2743,2603 – 2883,51.4583691,5.3920556,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
399,Eindhoven Airport,2021 juli,2779,1396,1383,344808,149673,195135,328995,15813,0,27,2835,2750,2571 – 2929,51.4583691,5.3920556,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
400,Eindhoven Airport,2021 juli,2779,1396,1383,344808,149673,195135,328995,15813,0,28,2870,2745,2541 – 2949,51.4583691,5.3920556,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
401,Eindhoven Airport,2021 juli,2779,1396,1383,344808,149673,195135,328995,15813,0,29,2773,2747,2534 – 2960,51.4583691,5.3920556,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
402,Maastricht Aachen Airport,2021 juli,583,295,288,22399,9366,13033,22397,0,2,26,2792,2743,2603 – 2883,50.9123207,5.7694951,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
403,Maastricht Aachen Airport,2021 juli,583,295,288,22399,9366,13033,22397,0,2,27,2835,2750,2571 – 2929,50.9123207,5.7694951,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
404,Maastricht Aachen Airport,2021 juli,583,295,288,22399,9366,13033,22397,0,2,28,2870,2745,2541 – 2949,50.9123207,5.7694951,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
405,Maastricht Aachen Airport,2021 juli,583,295,288,22399,9366,13033,22397,0,2,29,2773,2747,2534 – 2960,50.9123207,5.7694951,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
406,Groningen Airport Eelde,2021 juli,101,52,49,4119,1626,2493,4119,0,0,26,2792,2743,2603 – 2883,53.2145858,6.5887355,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
407,Groningen Airport Eelde,2021 juli,101,52,49,4119,1626,2493,4119,0,0,27,2835,2750,2571 – 2929,53.2145858,6.5887355,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
408,Groningen Airport Eelde,2021 juli,101,52,49,4119,1626,2493,4119,0,0,28,2870,2745,2541 – 2949,53.2145858,6.5887355,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
409,Groningen Airport Eelde,2021 juli,101,52,49,4119,1626,2493,4119,0,0,29,2773,2747,2534 – 2960,53.2145858,6.5887355,"Sluiting discotheken en clubs, horeca dicht na 00:00 (jul '21)"
410,Amsterdam Airport Schiphol,2021 augustus,31847,15929,15918,3786973,2002462,1784511,2939403,847570,0,30,2907,2734,2541 – 2926,52.3105386,4.7682744,Invoering coronatoegangsbewijs (aug '21)
411,Amsterdam Airport Schiphol,2021 augustus,31847,15929,15918,3786973,2002462,1784511,2939403,847570,0,31,2954,2713,2518 – 2908,52.3105386,4.7682744,Invoering coronatoegangsbewijs (aug '21)
412,Amsterdam Airport Schiphol,2021 augustus,31847,15929,15918,3786973,2002462,1784511,2939403,847570,0,32,2831,2708,2509 – 2907,52.3105386,4.7682744,Invoering coronatoegangsbewijs (aug '21)
413,Amsterdam Airport Schiphol,2021 augustus,31847,15929,15918,3786973,2002462,1784511,2939403,847570,0,33,2889,2695,2507 – 2883,52.3105386,4.7682744,Invoering coronatoegangsbewijs (aug '21)
414,Amsterdam Airport Schiphol,2021 augustus,31847,15929,15918,3786973,2002462,1784511,2939403,847570,0,34,2920,2688,2535 – 2841,52.3105386,4.7682744,Invoering coronatoegangsbewijs (aug '21)
415,Rotterdam The Hague Airport,2021 augustus,1516,749,767,181957,98121,83836,164739,17218,0,30,2907,2734,2541 – 2926,51.9555086,4.4398832,Invoering coronatoegangsbewijs (aug '21)
416,Rotterdam The Hague Airport,2021 augustus,1516,749,767,181957,98121,83836,164739,17218,0,31,2954,2713,2518 – 2908,51.9555086,4.4398832,Invoering coronatoegangsbewijs (aug '21)
417,Rotterdam The Hague Airport,2021 augustus,1516,749,767,181957,98121,83836,164739,17218,0,32,2831,2708,2509 – 2907,51.9555086,4.4398832,Invoering coronatoegangsbewijs (aug '21)
418,Rotterdam The Hague Airport,2021 augustus,1516,749,767,181957,98121,83836,164739,17218,0,33,2889,2695,2507 – 2883,51.9555086,4.4398832,Invoering coronatoegangsbewijs (aug '21)
419,Rotterdam The Hague Airport,2021 augustus,1516,749,767,181957,98121,83836,164739,17218,0,34,2920,2688,2535 – 2841,51.9555086,4.4398832,Invoering coronatoegangsbewijs (aug '21)
420,Eindhoven Airport,2021 augustus,3245,1616,1629,481576,252858,228718,460773,20803,0,30,2907,2734,2541 – 2926,51.4583691,5.3920556,Invoering coronatoegangsbewijs (aug '21)
421,Eindhoven Airport,2021 augustus,3245,1616,1629,481576,252858,228718,460773,20803,0,31,2954,2713,2518 – 2908,51.4583691,5.3920556,Invoering coronatoegangsbewijs (aug '21)
422,Eindhoven Airport,2021 augustus,3245,1616,1629,481576,252858,228718,460773,20803,0,32,2831,2708,2509 – 2907,51.4583691,5.3920556,Invoering coronatoegangsbewijs (aug '21)
423,Eindhoven Airport,2021 augustus,3245,1616,1629,481576,252858,228718,460773,20803,0,33,2889,2695,2507 – 2883,51.4583691,5.3920556,Invoering coronatoegangsbewijs (aug '21)
424,Eindhoven Airport,2021 augustus,3245,1616,1629,481576,252858,228718,460773,20803,0,34,2920,2688,2535 – 2841,51.4583691,5.3920556,Invoering coronatoegangsbewijs (aug '21)
425,Maastricht Aachen Airport,2021 augustus,600,296,304,24199,13550,10649,24199,0,0,30,2907,2734,2541 – 2926,50.9123207,5.7694951,Invoering coronatoegangsbewijs (aug '21)
426,Maastricht Aachen Airport,2021 augustus,600,296,304,24199,13550,10649,24199,0,0,31,2954,2713,2518 – 2908,50.9123207,5.7694951,Invoering coronatoegangsbewijs (aug '21)
427,Maastricht Aachen Airport,2021 augustus,600,296,304,24199,13550,10649,24199,0,0,32,2831,2708,2509 – 2907,50.9123207,5.7694951,Invoering coronatoegangsbewijs (aug '21)
428,Maastricht Aachen Airport,2021 augustus,600,296,304,24199,13550,10649,24199,0,0,33,2889,2695,2507 – 2883,50.9123207,5.7694951,Invoering coronatoegangsbewijs (aug '21)
429,Maastricht Aachen Airport,2021 augustus,600,296,304,24199,13550,10649,24199,0,0,34,2920,2688,2535 – 2841,50.9123207,5.7694951,Invoering coronatoegangsbewijs (aug '21)
430,Groningen Airport Eelde,2021 augustus,74,34,40,4475,2002,2473,4475,0,0,30,2907,2734,2541 – 2926,53.2145858,6.5887355,Invoering coronatoegangsbewijs (aug '21)
431,Groningen Airport Eelde,2021 augustus,74,34,40,4475,2002,2473,4475,0,0,31,2954,2713,2518 – 2908,53.2145858,6.5887355,Invoering coronatoegangsbewijs (aug '21)
432,Groningen Airport Eelde,2021 augustus,74,34,40,4475,2002,2473,4475,0,0,32,2831,2708,2509 – 2907,53.2145858,6.5887355,Invoering coronatoegangsbewijs (aug '21)
433,Groningen Airport Eelde,2021 augustus,74,34,40,4475,2002,2473,4475,0,0,33,2889,2695,2507 – 2883,53.2145858,6.5887355,Invoering coronatoegangsbewijs (aug '21)
434,Groningen Airport Eelde,2021 augustus,74,34,40,4475,2002,2473,4475,0,0,34,2920,2688,2535 – 2841,53.2145858,6.5887355,Invoering coronatoegangsbewijs (aug '21)
